"x","y"
"6.664","545.15"
"6.668","655.15"
"6.672","733.15"
"6.676","671.15"
"6.68","407.15"
"6.684","73.151"
"6.688","'-182.85"
"6.692","'-348.85"
"6.696","'-346.85"
"6.7","'-292.85"
"6.704","'-210.85"
"6.708","'-168.85"
"6.712","'-142.85"
"6.716","'-138.85"
"6.72","'-126.85"
"6.724","'-122.85"
"6.728","'-116.85"
"6.732","'-118.85"
"6.736","'-88.849"
"6.74","'-88.849"
"6.744","'-80.849"
"6.748","'-76.849"
"6.752","'-68.849"
"6.756","'-72.849"
"6.76","'-56.849"
"6.764","'-48.849"
"6.768","'-42.849"
"6.772","'-40.849"
"6.776","'-50.849"
"6.78","'-24.849"
"6.784","'-12.849"
"6.788","'-32.849"
"6.792","'-32.849"
"6.796","'-40.849"
"6.8","'-10.849"
"6.804","'-10.849"
"6.808","'-4.8493"
"6.812","'-12.849"
"6.816","'-18.849"
"6.82","'-4.8493"
"6.824","'-8.8493"
"6.828","1.1507"
"6.832","9.1507"
"6.836","'-14.849"
"6.84","9.1507"
"6.844","23.151"
"6.848","3.1507"
"6.852","7.1507"
"6.856","1.1507"
"6.86","45.151"
"6.864","15.151"
"6.868","23.151"
"6.872","15.151"
"6.876","1.1507"
"6.88","25.151"
"6.884","35.151"
"6.888","45.151"
"6.892","37.151"
"6.896","53.151"
"6.9","31.151"
"6.904","31.151"
"6.908","51.151"
"6.912","43.151"
"6.916","39.151"
"6.92","33.151"
"6.924","19.151"
"6.928","25.151"
"6.932","47.151"
"6.936","43.151"
"6.94","41.151"
"6.944","25.151"
"6.948","17.151"
"6.952","33.151"
"6.956","43.151"
"6.96","29.151"
"6.964","17.151"
"6.968","17.151"
"6.972","5.1507"
"6.976","'-0.8493"
"6.98","'-20.849"
"6.984","'-14.849"
"6.988","'-28.849"
"6.992","'-48.849"
"6.996","'-60.849"
"7","'-52.849"
"7.004","'-34.849"
"7.008","'-42.849"
"7.012","'-72.849"
"7.016","'-88.849"
"7.02","'-62.849"
"7.024","'-52.849"
"7.028","'-32.849"
"7.032","'-52.849"
"7.036","'-36.849"
"7.04","'-52.849"
"7.044","'-32.849"
"7.048","'-32.849"
"7.052","'-44.849"
"7.056","'-24.849"
"7.06","'-12.849"
"7.064","1.1507"
"7.068","'-26.849"
"7.072","'-26.849"
"7.076","'-12.849"
"7.08","'-24.849"
"7.084","'-18.849"
"7.088","'-44.849"
"7.092","'-6.8493"
"7.096","'-4.8493"
"7.1","'-16.849"
"7.104","'-14.849"
"7.108","'-10.849"
"7.112","'-14.849"
"7.116","'-16.849"
"7.12","'-14.849"
"7.124","'-24.849"
"7.128","'-24.849"
"7.132","'-20.849"
"7.136","'-2.8493"
"7.14","'-26.849"
"7.144","'-18.849"
"7.148","'-16.849"
"7.152","'-12.849"
"7.156","'-34.849"
"7.16","'-24.849"
"7.164","'-26.849"
"7.168","'-20.849"
"7.172","'-12.849"
"7.176","'-30.849"
"7.18","'-0.8493"
"7.184","5.1507"
"7.188","'-20.849"
"7.192","'-12.849"
"7.196","'-36.849"
"7.2","'-14.849"
"7.204","1.1507"
"7.208","'-34.849"
"7.212","'-12.849"
"7.216","'-2.8493"
"7.22","'-20.849"
"7.224","'-2.8493"
"7.228","'-8.8493"
"7.232","'-0.8493"
"7.236","13.151"
"7.24","'-2.8493"
"7.244","3.1507"
"7.248","9.1507"
"7.252","'-10.849"
"7.256","21.151"
"7.26","13.151"
"7.264","31.151"
"7.268","23.151"
"7.272","35.151"
"7.276","63.151"
"7.28","49.151"
"7.284","57.151"
"7.288","33.151"
"7.292","53.151"
"7.296","51.151"
"7.3","17.151"
"7.304","'-0.8493"
"7.308","'-2.8493"
"7.312","'-10.849"
"7.316","'-22.849"
"7.32","'-18.849"
"7.324","'-24.849"
"7.328","'-16.849"
"7.332","'-10.849"
"7.336","'-56.849"
"7.34","'-24.849"
"7.344","'-46.849"
"7.348","'-32.849"
"7.352","'-46.849"
"7.356","'-44.849"
"7.36","'-32.849"
"7.364","'-22.849"
"7.368","'-28.849"
"7.372","'-16.849"
"7.376","'-22.849"
"7.38","'-24.849"
"7.384","'-8.8493"
"7.388","'-20.849"
"7.392","'-10.849"
"7.396","'-6.8493"
"7.4","1.1507"
"7.404","7.1507"
"7.408","'-24.849"
"7.412","'-44.849"
"7.416","'-30.849"
"7.42","21.151"
"7.424","41.151"
"7.428","83.151"
"7.432","239.15"
"7.436","439.15"
"7.44","583.15"
"7.444","681.15"
"7.448","781.15"
"7.452","705.15"
"7.456","381.15"
"7.46","27.151"
"7.464","'-216.85"
"7.468","'-376.85"
"7.472","'-364.85"
"7.476","'-276.85"
"7.48","'-194.85"
"7.484","'-148.85"
"7.488","'-154.85"
"7.492","'-142.85"
"7.496","'-132.85"
"7.5","'-132.85"
"7.504","'-124.85"
"7.508","'-132.85"
"7.512","'-82.849"
"7.516","'-88.849"
"7.52","'-100.85"
"7.524","'-82.849"
"7.528","'-68.849"
"7.532","'-70.849"
"7.536","'-50.849"
"7.54","'-48.849"
"7.544","'-60.849"
"7.548","'-30.849"
"7.552","'-48.849"
"7.556","'-44.849"
"7.56","'-32.849"
"7.564","'-24.849"
"7.568","'-32.849"
"7.572","'-28.849"
"7.576","'-28.849"
"7.58","'-24.849"
"7.584","'-8.8493"
"7.588","'-10.849"
"7.592","'-6.8493"
"7.596","'-10.849"
"7.6","'-6.8493"
"7.604","'-6.8493"
"7.608","7.1507"
"7.612","'-2.8493"
"7.616","17.151"
"7.62","'-8.8493"
"7.624","9.1507"
"7.628","19.151"
"7.632","35.151"
"7.636","17.151"
"7.64","13.151"
"7.644","25.151"
"7.648","31.151"
"7.652","21.151"
"7.656","25.151"
"7.66","39.151"
"7.664","61.151"
"7.668","63.151"
"7.672","37.151"
"7.676","41.151"
"7.68","43.151"
"7.684","55.151"
"7.688","37.151"
"7.692","69.151"
"7.696","45.151"
"7.7","39.151"
"7.704","29.151"
"7.708","33.151"
"7.712","67.151"
"7.716","57.151"
"7.72","29.151"
"7.724","53.151"
"7.728","43.151"
"7.732","17.151"
"7.736","13.151"
"7.74","17.151"
"7.744","3.1507"
"7.748","1.1507"
"7.752","1.1507"
"7.756","'-24.849"
"7.76","'-16.849"
"7.764","'-42.849"
"7.768","'-36.849"
"7.772","'-56.849"
"7.776","'-54.849"
"7.78","'-74.849"
"7.784","'-64.849"
"7.788","'-78.849"
"7.792","'-58.849"
"7.796","'-66.849"
"7.8","'-60.849"
"7.804","'-60.849"
"7.808","'-54.849"
"7.812","'-38.849"
"7.816","'-40.849"
"7.82","'-24.849"
"7.824","'-38.849"
"7.828","'-32.849"
"7.832","'-42.849"
"7.836","'-16.849"
"7.84","'-4.8493"
"7.844","'-10.849"
"7.848","'-20.849"
"7.852","'-30.849"
"7.856","'-4.8493"
"7.86","'-10.849"
"7.864","'-6.8493"
"7.868","'-14.849"
"7.872","'-18.849"
"7.876","'-4.8493"
"7.88","'-12.849"
"7.884","'-12.849"
"7.888","3.1507"
"7.892","'-16.849"
"7.896","'-10.849"
"7.9","'-16.849"
"7.904","'-16.849"
"7.908","'-10.849"
"7.912","5.1507"
"7.916","'-16.849"
"7.92","'-14.849"
"7.924","'-8.8493"
"7.928","'-12.849"
"7.932","1.1507"
"7.936","'-10.849"
"7.94","'-22.849"
"7.944","'-34.849"
"7.948","'-12.849"
"7.952","'-20.849"
"7.956","'-8.8493"
"7.96","'-20.849"
"7.964","'-2.8493"
"7.968","1.1507"
"7.972","'-16.849"
"7.976","'-28.849"
"7.98","'-32.849"
"7.984","'-8.8493"
"7.988","'-10.849"
"7.992","'-4.8493"
"7.996","13.151"
"8","9.1507"
"8.004","21.151"
"8.008","13.151"
"8.012","19.151"
"8.016","23.151"
"8.02","31.151"
"8.024","51.151"
"8.028","51.151"
"8.032","59.151"
"8.036","45.151"
"8.04","65.151"
"8.044","23.151"
"8.048","9.1507"
"8.052","'-8.8493"
"8.056","'-12.849"
"8.06","'-0.8493"
"8.064","'-24.849"
"8.068","'-26.849"
"8.072","'-18.849"
"8.076","'-10.849"
"8.08","'-40.849"
"8.084","'-32.849"
"8.088","'-42.849"
"8.092","'-20.849"
"8.096","'-36.849"
"8.1","'-34.849"
"8.104","'-46.849"
"8.108","'-20.849"
"8.112","'-20.849"
"8.116","'-32.849"
"8.12","'-24.849"
"8.124","'-20.849"
"8.128","'-10.849"
"8.132","3.1507"
"8.136","'-26.849"
"8.14","'-26.849"
"8.144","'-24.849"
"8.148","19.151"
"8.152","9.1507"
"8.156","'-10.849"
"8.16","'-24.849"
"8.164","'-12.849"
"8.168","23.151"
"8.172","35.151"
"8.176","151.15"
"8.18","295.15"
"8.184","521.15"
"8.188","637.15"
"8.192","731.15"
"8.196","777.15"
"8.2","627.15"
"8.204","253.15"
"8.208","'-70.849"
"8.212","'-288.85"
"8.216","'-406.85"
"8.22","'-348.85"
"8.224","'-234.85"
"8.228","'-184.85"
"8.232","'-158.85"
"8.236","'-142.85"
"8.24","'-136.85"
"8.244","'-106.85"
"8.248","'-116.85"
"8.252","'-112.85"
"8.256","'-114.85"
"8.26","'-94.849"
"8.264","'-96.849"
"8.268","'-104.85"
"8.272","'-70.849"
"8.276","'-66.849"
"8.28","'-50.849"
"8.284","'-58.849"
"8.288","'-70.849"
"8.292","'-48.849"
"8.296","'-40.849"
"8.3","'-46.849"
"8.304","'-26.849"
"8.308","'-30.849"
"8.312","'-20.849"
"8.316","'-40.849"
"8.32","'-10.849"
"8.324","'-20.849"
"8.328","'-16.849"
"8.332","3.1507"
"8.336","'-16.849"
"8.34","'-4.8493"
"8.344","'-0.8493"
"8.348","'-0.8493"
"8.352","3.1507"
"8.356","11.151"
"8.36","7.1507"
"8.364","15.151"
"8.368","'-2.8493"
"8.372","11.151"
"8.376","1.1507"
"8.38","15.151"
"8.384","39.151"
"8.388","19.151"
"8.392","21.151"
"8.396","25.151"
"8.4","19.151"
"8.404","47.151"
"8.408","19.151"
"8.412","49.151"
"8.416","39.151"
"8.42","51.151"
"8.424","53.151"
"8.428","37.151"
"8.432","61.151"
"8.436","43.151"
"8.44","55.151"
"8.444","31.151"
"8.448","57.151"
"8.452","47.151"
"8.456","53.151"
"8.46","31.151"
"8.464","33.151"
"8.468","37.151"
"8.472","55.151"
"8.476","19.151"
"8.48","43.151"
"8.484","13.151"
"8.488","5.1507"
"8.492","1.1507"
"8.496","'-8.8493"
"8.5","'-32.849"
"8.504","'-40.849"
"8.508","'-26.849"
"8.512","'-66.849"
"8.516","'-60.849"
"8.52","'-60.849"
"8.524","'-74.849"
"8.528","'-56.849"
"8.532","'-58.849"
"8.536","'-60.849"
"8.54","'-80.849"
"8.544","'-76.849"
"8.548","'-58.849"
"8.552","'-66.849"
"8.556","'-52.849"
"8.56","'-40.849"
"8.564","'-46.849"
"8.568","'-42.849"
"8.572","'-14.849"
"8.576","'-30.849"
"8.58","'-24.849"
"8.584","'-30.849"
"8.588","'-46.849"
"8.592","'-30.849"
"8.596","'-46.849"
"8.6","3.1507"
"8.604","15.151"
"8.608","'-16.849"
"8.612","'-22.849"
"8.616","'-42.849"
"8.62","'-20.849"
"8.624","'-10.849"
"8.628","9.1507"
"8.632","'-14.849"
"8.636","'-6.8493"
"8.64","'-16.849"
"8.644","'-26.849"
"8.648","'-12.849"
"8.652","'-32.849"
"8.656","'-20.849"
"8.66","'-28.849"
"8.664","'-28.849"
"8.668","'-22.849"
"8.672","'-22.849"
"8.676","'-12.849"
"8.68","15.151"
"8.684","'-18.849"
"8.688","'-14.849"
"8.692","'-16.849"
"8.696","'-4.8493"
"8.7","'-14.849"
"8.704","'-16.849"
"8.708","'-26.849"
"8.712","'-14.849"
"8.716","'-18.849"
"8.72","'-14.849"
"8.724","'-22.849"
"8.728","7.1507"
"8.732","3.1507"
"8.736","'-6.8493"
"8.74","'-8.8493"
"8.744","'-4.8493"
"8.748","'-2.8493"
"8.752","1.1507"
"8.756","23.151"
"8.76","23.151"
"8.764","17.151"
"8.768","19.151"
"8.772","49.151"
"8.776","51.151"
"8.78","69.151"
"8.784","31.151"
"8.788","33.151"
"8.792","33.151"
"8.796","19.151"
"8.8","5.1507"
"8.804","'-2.8493"
"8.808","'-20.849"
"8.812","'-42.849"
"8.816","'-38.849"
"8.82","'-2.8493"
"8.824","3.1507"
"8.828","'-36.849"
"8.832","'-40.849"
"8.836","'-44.849"
"8.84","'-40.849"
"8.844","'-56.849"
"8.848","'-22.849"
"8.852","'-24.849"
"8.856","'-46.849"
"8.86","'-30.849"
"8.864","'-42.849"
"8.868","'-40.849"
"8.872","'-8.8493"
"8.876","'-16.849"
"8.88","'-24.849"
"8.884","'-32.849"
"8.888","'-24.849"
"8.892","'-4.8493"
"8.896","'-4.8493"
"8.9","1.1507"
"8.904","'-12.849"
"8.908","'-22.849"
"8.912","'-34.849"
"8.916","'-4.8493"
"8.92","9.1507"
"8.924","67.151"
"8.928","181.15"
"8.932","381.15"
"8.936","507.15"
"8.94","647.15"
"8.944","759.15"
"8.948","711.15"
"8.952","449.15"
"8.956","85.151"
"8.96","'-176.85"
"8.964","'-348.85"
"8.968","'-362.85"
"8.972","'-276.85"
"8.976","'-212.85"
"8.98","'-158.85"
"8.984","'-142.85"
"8.988","'-126.85"
"8.992","'-100.85"
"8.996","'-128.85"
"9","'-108.85"
"9.004","'-110.85"
"9.008","'-120.85"
"9.012","'-114.85"
"9.016","'-88.849"
"9.02","'-90.849"
"9.024","'-90.849"
"9.028","'-66.849"
"9.032","'-68.849"
"9.036","'-42.849"
"9.04","'-40.849"
"9.044","'-48.849"
"9.048","'-40.849"
"9.052","'-32.849"
"9.056","'-50.849"
"9.06","'-32.849"
"9.064","'-16.849"
"9.068","'-22.849"
"9.072","'-16.849"
"9.076","'-42.849"
"9.08","'-34.849"
"9.084","5.1507"
"9.088","'-8.8493"
"9.092","'-22.849"
"9.096","'-0.8493"
"9.1","3.1507"
"9.104","3.1507"
"9.108","'-22.849"
"9.112","3.1507"
"9.116","'-4.8493"
"9.12","5.1507"
"9.124","5.1507"
"9.128","15.151"
"9.132","23.151"
"9.136","'-2.8493"
"9.14","9.1507"
"9.144","31.151"
"9.148","19.151"
"9.152","3.1507"
"9.156","13.151"
"9.16","41.151"
"9.164","35.151"
"9.168","21.151"
"9.172","31.151"
"9.176","43.151"
"9.18","51.151"
"9.184","41.151"
"9.188","51.151"
"9.192","53.151"
"9.196","35.151"
"9.2","47.151"
"9.204","29.151"
"9.208","49.151"
"9.212","47.151"
"9.216","37.151"
"9.22","7.1507"
"9.224","49.151"
"9.228","27.151"
"9.232","11.151"
"9.236","'-0.8493"
"9.24","9.1507"
"9.244","'-8.8493"
"9.248","'-12.849"
"9.252","'-26.849"
"9.256","'-56.849"
"9.26","'-54.849"
"9.264","'-56.849"
"9.268","'-44.849"
"9.272","'-60.849"
"9.276","'-76.849"
"9.28","'-78.849"
"9.284","'-74.849"
"9.288","'-78.849"
"9.292","'-78.849"
"9.296","'-74.849"
"9.3","'-48.849"
"9.304","'-44.849"
"9.308","'-56.849"
"9.312","'-44.849"
"9.316","'-42.849"
"9.32","'-44.849"
"9.324","'-48.849"
"9.328","'-62.849"
"9.332","'-34.849"
"9.336","'-24.849"
"9.34","'-36.849"
"9.344","'-16.849"
"9.348","'-12.849"
"9.352","'-34.849"
"9.356","'-22.849"
"9.36","'-36.849"
"9.364","'-10.849"
"9.368","'-8.8493"
"9.372","'-20.849"
"9.376","'-14.849"
"9.38","'-26.849"
"9.384","'-26.849"
"9.388","'-22.849"
"9.392","'-24.849"
"9.396","'-20.849"
"9.4","'-32.849"
"9.404","'-24.849"
"9.408","'-22.849"
"9.412","'-12.849"
"9.416","'-16.849"
"9.42","'-26.849"
"9.424","'-12.849"
"9.428","'-40.849"
"9.432","'-42.849"
"9.436","'-24.849"
"9.44","'-26.849"
"9.444","'-4.8493"
"9.448","'-28.849"
"9.452","'-16.849"
"9.456","'-34.849"
"9.46","'-16.849"
"9.464","'-4.8493"
"9.468","'-22.849"
"9.472","'-20.849"
"9.476","'-24.849"
"9.48","'-14.849"
"9.484","'-8.8493"
"9.488","'-20.849"
"9.492","'-0.8493"
"9.496","1.1507"
"9.5","'-0.8493"
"9.504","5.1507"
"9.508","23.151"
"9.512","17.151"
"9.516","43.151"
"9.52","39.151"
"9.524","25.151"
"9.528","55.151"
"9.532","31.151"
"9.536","43.151"
"9.54","21.151"
"9.544","25.151"
"9.548","35.151"
"9.552","13.151"
"9.556","1.1507"
"9.56","'-8.8493"
"9.564","'-12.849"
"9.568","'-2.8493"
"9.572","'-22.849"
"9.576","'-52.849"
"9.58","'-34.849"
"9.584","'-44.849"
"9.588","'-38.849"
"9.592","'-18.849"
"9.596","'-38.849"
"9.6","'-36.849"
"9.604","'-24.849"
"9.608","'-26.849"
"9.612","'-16.849"
"9.616","'-40.849"
"9.62","'-42.849"
"9.624","'-28.849"
"9.628","'-26.849"
"9.632","'-36.849"
"9.636","'-36.849"
"9.64","'-18.849"
"9.644","5.1507"
"9.648","'-16.849"
"9.652","'-22.849"
"9.656","'-24.849"
"9.66","'-10.849"
"9.664","'-0.8493"
"9.668","27.151"
"9.672","53.151"
"9.676","145.15"
"9.68","327.15"
"9.684","481.15"
"9.688","619.15"
"9.692","727.15"
"9.696","727.15"
"9.7","489.15"
"9.704","159.15"
"9.708","'-114.85"
"9.712","'-316.85"
"9.716","'-356.85"
"9.72","'-292.85"
"9.724","'-224.85"
"9.728","'-178.85"
"9.732","'-138.85"
"9.736","'-130.85"
"9.74","'-132.85"
"9.744","'-162.85"
"9.748","'-118.85"
"9.752","'-122.85"
"9.756","'-96.849"
"9.76","'-92.849"
"9.764","'-60.849"
"9.768","'-66.849"
"9.772","'-66.849"
"9.776","'-60.849"
"9.78","'-68.849"
"9.784","'-62.849"
"9.788","'-34.849"
"9.792","'-40.849"
"9.796","'-22.849"
"9.8","'-6.8493"
"9.804","'-16.849"
"9.808","'-24.849"
"9.812","'-12.849"
"9.816","'-22.849"
"9.82","'-26.849"
"9.824","15.151"
"9.828","'-10.849"
"9.832","'-14.849"
"9.836","'-10.849"
"9.84","'-16.849"
"9.844","11.151"
"9.848","1.1507"
"9.852","17.151"
"9.856","11.151"
"9.86","21.151"
"9.864","'-4.8493"
"9.868","19.151"
"9.872","17.151"
"9.876","9.1507"
"9.88","15.151"
"9.884","29.151"
"9.888","17.151"
"9.892","27.151"
"9.896","29.151"
"9.9","23.151"
"9.904","27.151"
"9.908","45.151"
"9.912","37.151"
"9.916","35.151"
"9.92","21.151"
"9.924","25.151"
"9.928","35.151"
"9.932","33.151"
"9.936","51.151"
"9.94","37.151"
"9.944","37.151"
"9.948","23.151"
"9.952","65.151"
"9.956","43.151"
"9.96","37.151"
"9.964","45.151"
"9.968","23.151"
"9.972","43.151"
"9.976","33.151"
"9.98","37.151"
"9.984","21.151"
"9.988","19.151"
"9.992","11.151"
"9.996","5.1507"
"","793.15"
